,DSW,DSW_CI,ISW,ISW_CI,LSSW,LSSW_CI,mCDW,mCDW_CI,CDW,CDW_CI,zlowest,month,region,stress_curl_slope_MonMean,u10MonMean,v10MonMean,u10SlopeMonMean,v10SlopeMonMean,neg_u10SlopeMonMean,neg_stress_curl,ShelfWidth
18,648.572215298392,[615.33954923 616.57017842],8.917937552945975,[5.2553187  5.49261078],8.478967104403226,[3.136412  4.1612944],33.39486880864572,[13.10192906 18.6798573 ],0.0,[0. 0.],11782.203364050809,7,CD-NIS,2.0837410883575814e-09,-5.270589900362319,5.961895663496377,-5.61233745533865,4.470594707953604,5.61233745533865,-2.0837410883575814e-09,110.35831033764634
19,220.00969621634945,[183.24181548 187.90699405],0.0,[0. 0.],49.273824386919095,[38.08305556 39.12805556],47.269746151350276,[16.81103373 25.31285516],0.0,[0. 0.],6719.790262272541,8,CD-NIS,9.799807069340124e-08,-4.295573624320652,5.987511322463768,-4.504364999741093,4.567402230478459,4.504364999741093,-9.799807069340124e-08,110.35831033764634
20,125.0451790965654,[104.21401696 108.61794553],0.0,[0. 0.],48.02395649191046,[26.82380952 32.7952381 ],12.736083056131662,[3.91835317 5.03799603],0.0,[0. 0.],3577.4602724548167,9,CD-NIS,-8.06130591240598e-08,-5.13295261548913,5.8399169921875,-5.2987128307528994,4.445501825289975,5.2987128307528994,8.06130591240598e-08,110.35831033764634
21,,[0. 0.],,[0. 0.],,[0. 0.],,[0. 0.],,[0. 0.],,10,CD-NIS,-1.0878708006778628e-07,-4.342767068614131,4.951031051856884,-4.274499016155758,3.7507338377692627,4.274499016155758,1.0878708006778628e-07,110.35831033764634
22,76.25771507889516,[47.15748032 52.17810976],2.3785307209563125,[0. 0.],28.69873584934125,[20.59433718 21.15863718],141.2409863519124,[108.2598601  116.69787481],0.0,[0. 0.],10800.8499909182,11,CD-NIS,-3.0506456651984905e-07,-5.291634822237318,4.167567510190217,-5.013685224860191,3.1167918586888983,5.013685224860191,3.0506456651984905e-07,110.35831033764634
23,311.3025066911296,[295.78538304 298.27428046],0.0,[0. 0.],96.49985523807864,[85.30932216 87.79723053],63.33956564627751,[51.05152623 51.32547762],0.0,[0. 0.],10102.388277905256,12,CD-NIS,-3.276152608417709e-07,-5.078122169384058,3.1581298828125,-4.6305138967999175,2.284090486161454,4.6305138967999175,3.276152608417709e-07,110.35831033764634
24,,[0. 0.],,[0. 0.],,[0. 0.],,[0. 0.],,[0. 0.],,1,WPB-NIS,-1.5078667694559463e-07,-2.1831089792687908,1.7967001123366013,-2.64107905982906,1.165628171741453,2.64107905982906,1.5078667694559463e-07,191.70795190378587
25,111.37080366975223,[70.9701229  74.24471897],381.02960191599686,[335.16941855 338.32606206],42.49892342474539,[32.63507282 33.73816847],18.31772731170552,[7.00340184 7.10919233],0.0,[0. 0.],27640.563074476908,2,WPB-NIS,-3.3137621358036995e-07,-1.0992978164573122,3.241543479370915,-1.5298133680555555,2.560113514957265,1.5298133680555555,3.3137621358036995e-07,191.70795190378587
26,120.61343499748587,[106.4148438  106.48285217],441.9726587120251,[422.50851236 423.63560558],62.535836991332424,[56.78466387 58.16126837],8.108783701853094,[6.16755484 6.54475061],0.0,[0. 0.],334671.9485724981,3,WPB-NIS,-3.942058811712469e-07,-0.5510048062193628,4.701524841707516,-1.8449283854166667,4.125434695512821,1.8449283854166667,3.942058811712469e-07,191.70795190378587
27,119.92382339840124,[93.94168491 96.98436778],326.71709065920555,[297.63844603 300.6165047 ],72.43763254628952,[67.02948401 68.16383596],121.766621319133,[105.21560144 106.05675075],0.0,[0. 0.],518185.9764475922,4,WPB-NIS,-4.7637635252924046e-07,-0.7043097203073938,5.537673611111111,-2.227683293269231,4.9495492788461535,2.227683293269231,4.7637635252924046e-07,191.70795190378587
28,104.21842776176494,[68.72672141 72.93956614],348.4645688650637,[314.30123332 321.1736    ],141.58696603701884,[134.86419463 136.05346842],2.577697768332269,[1.50005466 1.78551591],0.0,[0. 0.],295319.2699426381,5,WPB-NIS,-5.123979197098658e-07,-1.4202837775735293,5.311505246629902,-3.040497796474359,4.6264720219017095,3.040497796474359,5.123979197098658e-07,191.70795190378587
29,230.8204212406211,[189.44350363 201.4139726 ],208.49792130893917,[182.29265024 184.30177156],47.654698551660566,[43.58577908 44.00807499],0.4568959557367576,[0.04879762 0.09358333],0.0,[0. 0.],114614.79864192815,6,WPB-NIS,-5.58446726610518e-07,-1.3423954184538398,5.66380655126634,-2.9694334268162392,5.022710336538461,2.9694334268162392,5.58446726610518e-07,191.70795190378587
30,637.2248631048362,[600.24685898 600.32809975],92.05580255370009,[56.79727714 58.75821559],0.7734805899730889,[0.30780508 0.33420769],0.4442509254419095,[0. 0.],0.0,[0. 0.],47298.310085093464,7,WPB-NIS,-5.344288726138253e-07,-1.3511514501633988,4.772281901041667,-2.7002772769764958,4.053313969017094,2.7002772769764958,5.344288726138253e-07,191.70795190378587
